"entidad","municipio","causa","total_hectareas","fecha_termino"
"Puebla","San Nicolás de los Ranchos","Intencional",10,2019-05-09
"Puebla","Huaquechula","Actividades agrícolas",60,2019-05-10
"Puebla","Tianguismanalco","Intencional",57,2019-05-11
"Puebla","Tochimilco","Intencional",72.5,2019-05-13
"Puebla","Ixtacamaxtitlán","Intencional",3,2019-05-12
"Puebla","San Salvador el Verde","Actividades pecuarias",3,2019-05-14
"Puebla","Zacatlán","Intencional",237,2019-04-28
"Puebla","Huejotzingo","Intencional",50,2019-04-12
"Puebla","San Salvador el Verde","Otras actividades productivas",50,2019-04-14
"Puebla","Zacatlán","Desconocidas",122,2019-04-21
"Puebla","Zacatlán","Desconocidas",12.9,2019-04-20
"Puebla","Zacatlán","Desconocidas",9.6,2019-04-21
"Puebla","San Salvador el Verde","Actividades pecuarias",34.2,2019-05-14
"Puebla","San Nicolás de los Ranchos","Intencional",45.8,2019-05-14
"Puebla","Tianguismanalco","Otras actividades productivas",114.65,2019-05-15
"Puebla","Tetela de Ocampo","Desconocidas",21.6,2019-05-18
"Puebla","Juan Galindo","Intencional",24.74,2019-05-19
"Puebla","Huauchinango","Desconocidas",24.8,2019-05-19
"Puebla","Teziutlán","Actividades pecuarias",14.1,2019-05-20
"Puebla","Libres","Quema de basureros",1.5,2019-05-19
"Puebla","Tlatlauquitepec","Intencional",6,2019-05-20
"Puebla","Tetela de Ocampo","Desconocidas",658,2019-05-04
"Puebla","Honey","Intencional",134.1,2019-05-21
"Puebla","San Sebastián Tlacotepec","Actividades agrícolas",25,2019-05-24
"Puebla","Tepetzintla","Desconocidas",61.6,2019-05-22
"Puebla","Teziutlán","Actividades pecuarias",6,2019-05-23
"Puebla","Juan Galindo","Intencional",12,2019-05-23
"Puebla","Ixtacamaxtitlán","Intencional",9,2019-05-23
"Puebla","San Nicolás de los Ranchos","Actividades pecuarias",65,2019-05-28
"Puebla","Tepexi de Rodríguez","Intencional",120,2019-05-26
"Puebla","Libres","Intencional",3,2019-12-10
"Puebla","Zaragoza","Fogatas",0.25,2019-12-12
"Puebla","Zautla","Intencional",4,2019-12-15
"Puebla","Tepatlaxco de Hidalgo","Intencional",2,2019-12-26
"Puebla","Chignautla","Intencional",5,2019-12-26
"Puebla","Cuyoaco","Intencional",1,2019-12-30
"Puebla","Huauchinango","Otras actividades productivas",4,2020-01-03
"Puebla","Zacatlán","Actividades pecuarias",1,2020-01-05
"Puebla","Tlachichuca","Actividades ilícitas",12,2020-01-06
"Puebla","Libres","Actividades agrícolas",0.5,2020-01-07
"Puebla","Tlachichuca","Actividades pecuarias",50,2020-01-08
"Puebla","Ahuazotepec","Desconocidas",1,2020-01-09
"Puebla","Tlachichuca","Fumadores",2.5,2020-01-09
"Puebla","Zacatlán","Quema de basureros",1.5,2020-01-10
"Puebla","Zacatlán","Quema de basureros",0.5,2020-01-10
"Puebla","Zacatlán","Fogatas",1,2020-01-10
"Puebla","Oriental","Actividades ilícitas",3,2020-01-10
"Puebla","Chilchotla","Actividades agrícolas",10,2020-01-13
"Puebla","Tlahuapan","Actividades agrícolas",3,2020-01-14
"Puebla","Libres","Actividades ilícitas",2,2020-01-27
"Puebla","San Pedro Cholula","Actividades ilícitas",5,2020-01-28
"Puebla","Tepatlaxco de Hidalgo","Actividades agrícolas",1.5,2020-01-28
"Puebla","Soltepec","Actividades pecuarias",15,2020-01-29
"Puebla","Tlachichuca","Residuos de aprovechamiento forestal",10,2020-02-04
"Puebla","Mazapiltepec de Juárez","Actividades ilícitas",3.2,2020-02-08
"Puebla","Soltepec","Actividades ilícitas",4,2020-02-09
"Puebla","Puebla","Actividades ilícitas",0.5,2020-02-11
"Puebla","Tlachichuca","Actividades agrícolas",6,2020-02-11
"Puebla","Atzitzintla","Actividades agrícolas",2.5,2020-02-11
"Puebla","Libres","Actividades agrícolas",4,2020-02-13
"Puebla","Tlachichuca","Actividades agrícolas",1,2020-02-14
"Puebla","Acajete","Actividades ilícitas",2,2020-02-15
"Puebla","Tepatlaxco de Hidalgo","Actividades ilícitas",3.5,2020-02-16
"Puebla","Tepatlaxco de Hidalgo","Actividades agrícolas",1.5,2020-02-17
"Puebla","Tepatlaxco de Hidalgo","Actividades ilícitas",2.5,2020-02-17
"Puebla","Lafragua","Actividades agrícolas",2,2020-02-17
"Puebla","Tepatlaxco de Hidalgo","Actividades pecuarias",2,2020-02-17
"Puebla","Huauchinango","Desconocidas",1,2020-02-17
"Puebla","Tlachichuca","Actividades agrícolas",1.5,2020-02-18
"Puebla","Tepatlaxco de Hidalgo","Actividades agrícolas",1.5,2020-02-18
"Puebla","Guadalupe Victoria","Actividades agrícolas",5,2020-02-18
"Puebla","San Salvador el Seco","Actividades ilícitas",1.5,2020-02-19
"Puebla","Aquixtla","Actividades agrícolas",17,2020-02-19
"Puebla","Tlahuapan","Otras actividades productivas",6,2020-02-19
"Puebla","Zautla","Actividades agrícolas",120,2020-02-20
"Puebla","Libres","Actividades agrícolas",0.5,2020-02-21
"Puebla","Zacatlán","Desconocidas",1,2020-02-23
"Puebla","Zacatlán","Desconocidas",0.5,2020-02-24
"Puebla","Tepatlaxco de Hidalgo","Actividades agrícolas",1,2020-02-24
"Puebla","Soltepec","Fogatas",12,2020-02-24
"Puebla","Chalchicomula de Sesma","Actividades agrícolas",300,2020-02-25
"Puebla","Tlachichuca","Actividades pecuarias",3,2020-02-25
"Puebla","Huejotzingo","Desconocidas",7,2020-02-25
"Puebla","Huejotzingo","Actividades agrícolas",5,2020-02-25
"Puebla","Tlachichuca","Otras actividades productivas",2,2020-02-27
"Puebla","Tlahuapan","Actividades agrícolas",2,2020-02-27
"Puebla","Tlachichuca","Actividades pecuarias",12,2020-02-28
"Puebla","Tepeyahualco","Actividades ilícitas",2,2020-02-29
"Puebla","Tlachichuca","Actividades ilícitas",6,2020-02-29
"Puebla","Puebla","Actividades agrícolas",0.5,2020-02-29
"Puebla","Chilchotla","Actividades pecuarias",2,2020-03-01
"Puebla","Tlachichuca","Cazadores",3,2020-03-01
"Puebla","Tlachichuca","Actividades ilícitas",4,2020-03-01
"Puebla","Tepeyahualco","Actividades agrícolas",250,2020-03-02
"Puebla","Vicente Guerrero","Actividades ilícitas",30,2020-03-02
"Puebla","Tlachichuca","Actividades ilícitas",1,2020-03-02
"Puebla","San Nicolás de los Ranchos","Otras actividades productivas",15,2020-03-04
"Puebla","Chignautla","Actividades ilícitas",100,2020-03-04
"Puebla","Tlahuapan","Actividades agrícolas",10,2020-03-05
"Puebla","Chignautla","Fogatas",12,2020-03-08
"Puebla","San Nicolás de los Ranchos","Actividades agrícolas",3,2020-03-09
"Puebla","Tlahuapan","Actividades agrícolas",8.5,2020-03-09
"Puebla","Tianguismanalco","Otras actividades productivas",16.5,2020-03-09
"Puebla","Chignautla","Actividades ilícitas",5,2020-03-09
"Puebla","Tianguismanalco","Actividades pecuarias",2,2020-03-10
"Puebla","Chignautla","Actividades ilícitas",25,2020-03-10
"Puebla","Amozoc","Otras actividades productivas",0.5,2020-03-10
"Puebla","Chilchotla","Actividades agrícolas",4,2020-03-10
"Puebla","Chalchicomula de Sesma","Actividades pecuarias",1.5,2020-03-10
"Puebla","Puebla","Actividades agrícolas",4,2020-03-10
"Puebla","Tlachichuca","Actividades ilícitas",13.5,2020-03-11
"Puebla","Tlachichuca","Actividades pecuarias",8,2020-03-11
"Puebla","Tlachichuca","Actividades pecuarias",6,2020-03-12
"Puebla","Tlachichuca","Actividades agrícolas",18,2020-03-13
"Puebla","Tlachichuca","Otras actividades productivas",3,2020-03-13
"Puebla","Tlahuapan","Actividades pecuarias",1,2020-03-13
"Puebla","Tepatlaxco de Hidalgo","Actividades ilícitas",5,2020-03-13
"Puebla","Tochimilco","Actividades agrícolas",8,2020-03-13
"Puebla","Tlahuapan","Actividades agrícolas",2,2020-03-14
"Puebla","Huejotzingo","Actividades agrícolas",17,2020-03-14
"Puebla","Chignautla","Actividades ilícitas",250,2020-03-14
"Puebla","Chilchotla","Actividades pecuarias",4.5,2020-03-14
"Puebla","Puebla","Actividades ilícitas",1,2020-03-14
"Puebla","Puebla","Quema de basureros",2,2020-03-15
"Puebla","Puebla","Actividades agrícolas",4.5,2020-03-15
"Puebla","San Felipe Teotlalcingo","Actividades ilícitas",6,2020-03-15
"Puebla","Tepatlaxco de Hidalgo","Actividades ilícitas",5,2020-03-15
"Puebla","Chalchicomula de Sesma","Actividades ilícitas",220,2020-03-15
"Puebla","Tlahuapan","Actividades pecuarias",3,2020-03-15
"Puebla","Tlahuapan","Fumadores",22,2020-03-16
"Puebla","Tepatlaxco de Hidalgo","Actividades agrícolas",1,2020-03-16
"Puebla","Guadalupe Victoria","Actividades pecuarias",30,2020-03-16
"Puebla","Tlachichuca","Fogatas",3,2020-03-16
"Puebla","San Salvador el Seco","Actividades pecuarias",9,2020-03-17
"Puebla","Cañada Morelos","Actividades pecuarias",108,2020-03-17
"Puebla","Tianguismanalco","Limpias de derecho de vía",9,2020-03-17
"Puebla","Cuyoaco","Actividades pecuarias",1,2020-03-18
"Puebla","Lafragua","Otras actividades productivas",7.5,2020-03-18
"Puebla","Chilchotla","Actividades pecuarias",4,2020-03-19
"Puebla","Tzicatlacoyan","Actividades pecuarias",15,2020-03-19
"Puebla","Tlachichuca","Actividades pecuarias",6,2020-03-19
"Puebla","Zacatlán","Desconocidas",1.5,2020-03-20
"Puebla","Atlixco","Actividades ilícitas",2,2020-03-20
"Puebla","Lafragua","Otras actividades productivas",14,2020-03-20
"Puebla","Tianguismanalco","Actividades ilícitas",3,2020-03-20
"Puebla","Tepatlaxco de Hidalgo","Actividades ilícitas",2,2020-03-22
"Puebla","Tlachichuca","Actividades ilícitas",7,2020-03-22
"Puebla","Tlachichuca","Actividades ilícitas",7.5,2020-03-22
"Puebla","Libres","Actividades pecuarias",1,2020-03-23
"Puebla","Tlahuapan","Actividades pecuarias",2.5,2020-03-23
"Puebla","Tlachichuca","Actividades ilícitas",20,2020-03-23
"Puebla","Puebla","Actividades ilícitas",1,2020-03-24
"Puebla","Tlachichuca","Actividades ilícitas",6,2020-03-24
"Puebla","Huauchinango","Actividades ilícitas",4,2020-03-24
"Puebla","Zautla","Actividades pecuarias",13,2020-03-24
"Puebla","Libres","Actividades pecuarias",121,2020-03-24
"Puebla","Cañada Morelos","Actividades pecuarias",1,2020-03-24
"Puebla","San Felipe Teotlalcingo","Actividades pecuarias",3,2020-03-24
"Puebla","Cañada Morelos","Actividades pecuarias",4.5,2020-03-25
"Puebla","Zacatlán","Otras actividades productivas",0.5,2020-03-25
"Puebla","Tlahuapan","Actividades agrícolas",20,2020-03-25
"Puebla","Tetela de Ocampo","Desconocidas",115,2020-03-26
"Puebla","Tianguismanalco","Actividades ilícitas",7.5,2020-03-26
"Puebla","Ahuazotepec","Actividades ilícitas",1,2020-03-27
"Puebla","Chiautzingo","Actividades agrícolas",35,2020-03-27
"Puebla","Acajete","Actividades ilícitas",27,2020-03-27
"Puebla","Huauchinango","Actividades agrícolas",0.5,2020-03-27
"Puebla","Ixcaquixtla","Actividades agrícolas",60,2020-03-27
"Puebla","Tianguismanalco","Otras actividades productivas",2.5,2020-03-27
"Puebla","Tochimilco","Desconocidas",3,2020-03-27
"Puebla","Tlahuapan","Actividades agrícolas",4,2020-03-27
"Puebla","Tetela de Ocampo","Actividades pecuarias",3,2020-03-27
"Puebla","Tepatlaxco de Hidalgo","Actividades ilícitas",4.5,2020-03-27
"Puebla","Tepatlaxco de Hidalgo","Actividades ilícitas",85.5,2020-03-28
"Puebla","Zautla","Actividades agrícolas",22,2020-03-28
"Puebla","Tepatlaxco de Hidalgo","Actividades ilícitas",7,2020-03-29
"Puebla","Tepatlaxco de Hidalgo","Actividades agrícolas",2,2020-03-28
"Puebla","Caltepec","Actividades pecuarias",31,2020-03-29
"Puebla","Huauchinango","Desconocidas",13,2020-03-29
"Puebla","San Nicolás de los Ranchos","Actividades pecuarias",29,2020-03-29
"Puebla","Zacatlán","Desconocidas",60,2020-03-28
"Puebla","Zautla","Actividades pecuarias",1528,2020-03-29
"Puebla","General Felipe Ángeles","Cazadores",50,2020-03-29
"Puebla","Tlahuapan","Cazadores",30,2020-03-29
"Puebla","Ixtacamaxtitlán","Actividades agrícolas",60,2020-03-30
"Puebla","Tepexi de Rodríguez","Actividades agrícolas",80,2020-03-30
"Puebla","Tlachichuca","Actividades ilícitas",1753,2020-03-31
"Puebla","Acajete","Actividades ilícitas",20,2020-03-31
"Puebla","San Salvador el Verde","Otras actividades productivas",21,2020-03-31
"Puebla","Nealtican","Actividades agrícolas",6,2020-03-31
"Puebla","Xiutetelco","Actividades agrícolas",2,2020-03-31
"Puebla","Oriental","Actividades ilícitas",20,2020-03-31
"Puebla","Cuautinchán","Actividades pecuarias",25,2020-03-31
"Puebla","Tianguismanalco","Otras actividades productivas",2,2020-04-01
"Puebla","Lafragua","Actividades ilícitas",94,2020-04-01
"Puebla","San Nicolás de los Ranchos","Actividades pecuarias",55,2020-04-01
"Puebla","Juan Galindo","Desconocidas",2.5,2020-04-01
"Puebla","Lafragua","Actividades agrícolas",10,2020-04-02
"Puebla","Tepatlaxco de Hidalgo","Actividades ilícitas",116,2020-04-02
"Puebla","San Nicolás de los Ranchos","Fogatas",2,2020-04-02
"Puebla","Quimixtlán","Actividades agrícolas",20,2020-04-02
"Puebla","Tlahuapan","Fogatas",5,2020-04-02
"Puebla","San Juan Atenco","Fumadores",12,2020-04-02
"Puebla","San Nicolás de los Ranchos","Actividades agrícolas",0.5,2020-04-03
"Puebla","San Nicolás de los Ranchos","Actividades agrícolas",5,2020-04-03
"Puebla","Chignautla","Actividades ilícitas",1,2020-04-03
"Puebla","Tlachichuca","Actividades ilícitas",205,2020-04-03
"Puebla","Cuyoaco","Actividades agrícolas",1.5,2020-04-04
"Puebla","Chilchotla","Actividades ilícitas",166,2020-04-04
"Puebla","San Salvador el Seco","Actividades ilícitas",356,2020-03-25
"Puebla","Chalchicomula de Sesma","Actividades ilícitas",277,2020-03-26
"Puebla","Tulcingo","Actividades ilícitas",753,2020-04-08
"Puebla","Tlahuapan","Fumadores",2,2020-04-08
"Puebla","Tetela de Ocampo","Actividades ilícitas",16,2020-04-08
"Puebla","Tepeyahualco","Actividades ilícitas",112,2020-04-09
"Puebla","San Salvador el Seco","Actividades ilícitas",5.5,2020-04-09
"Puebla","Cuautempan","Actividades ilícitas",11,2020-04-09
"Puebla","San Nicolás de los Ranchos","Actividades agrícolas",0.5,2020-04-10
"Puebla","Zacatlán","Desconocidas",5,2020-04-11
"Puebla","San Nicolás de los Ranchos","Fogatas",5,2020-04-12
"Puebla","Atlixco","Otras actividades productivas",5,2020-04-12
"Puebla","Tulcingo","Actividades ilícitas",232,2020-04-12
"Puebla","Tlachichuca","Fogatas",14,2020-04-12
"Puebla","Tochimilco","Actividades ilícitas",9,2020-04-12
"Puebla","Atlixco","Otras actividades productivas",2,2020-04-13
"Puebla","Honey","Desconocidas",3,2020-04-13
"Puebla","Tetela de Ocampo","Actividades agrícolas",2,2020-04-12
"Puebla","Libres","Actividades ilícitas",220,2020-04-14
"Puebla","Libres","Actividades ilícitas",5,2020-04-14
"Puebla","Chignautla","Fogatas",11,2020-04-14
"Puebla","Zacatlán","Desconocidas",3,2020-04-14
"Puebla","Xiutetelco","Actividades pecuarias",24,2020-04-15
"Puebla","Guadalupe Victoria","Actividades agrícolas",11,2020-04-13
"Puebla","General Felipe Ángeles","Actividades ilícitas",340,2020-04-14
"Puebla","San Pedro Cholula","Fogatas",5,2020-04-14
"Puebla","Zacatlán","Desconocidas",115.5,2020-04-14
"Puebla","Chilchotla","Residuos de aprovechamiento forestal",15,2020-04-14
"Puebla","Cuyoaco","Actividades agrícolas",44,2020-04-14
"Puebla","Chilchotla","Actividades agrícolas",10,2020-04-15
"Puebla","Tlahuapan","Actividades ilícitas",5,2020-04-15
"Puebla","Tlachichuca","Actividades ilícitas",3,2020-04-16
"Puebla","Tlahuapan","Actividades ilícitas",17,2020-04-16
"Puebla","Ocotepec","Actividades ilícitas",272,2020-04-17
"Puebla","San Nicolás de los Ranchos","Actividades agrícolas",3,2020-04-18
"Puebla","Tlahuapan","Fumadores",30,2020-04-18
"Puebla","Ixtacamaxtitlán","Desconocidas",49,2020-04-18
"Puebla","Tianguismanalco","Otras actividades productivas",3,2020-04-19
"Puebla","Tlahuapan","Actividades pecuarias",6,2020-04-19
"Puebla","Tetela de Ocampo","Desconocidas",12,2020-04-22
"Puebla","Chignautla","Fogatas",4.5,2020-04-22
"Puebla","Zacatlán","Desconocidas",17.5,2020-04-23
"Puebla","Tlachichuca","Actividades pecuarias",2.5,2020-04-23
"Puebla","Ixtacamaxtitlán","Actividades ilícitas",1,2020-04-23
"Puebla","Huauchinango","Actividades agrícolas",1,2020-04-23
"Puebla","Libres","Actividades ilícitas",5,2020-04-25
"Puebla","Tlatlauquitepec","Fogatas",3,2020-04-24
"Puebla","Zacatlán","Desconocidas",4,2020-04-24
"Puebla","Cuautempan","Actividades ilícitas",13,2020-04-24
"Puebla","Pahuatlán","Desconocidas",3,2020-04-23
"Puebla","Chignautla","Actividades ilícitas",3,2020-04-25
"Puebla","Zongozotla","Desconocidas",150,2020-04-25
"Puebla","Tlahuapan","Actividades ilícitas",3.5,2020-04-27
"Puebla","Tlahuapan","Actividades pecuarias",2,2020-04-28
"Puebla","Tlahuapan","Actividades ilícitas",2,2020-04-28
"Puebla","Tlahuapan","Actividades pecuarias",3,2020-04-29
"Puebla","Huauchinango","Desconocidas",5,2020-04-29
"Puebla","Cuautempan","Desconocidas",215,2020-04-29
"Puebla","Chignautla","Actividades pecuarias",25,2020-04-30
"Puebla","Zacatlán","Actividades ilícitas",4,2020-05-03
"Puebla","Ixtacamaxtitlán","Actividades agrícolas",4,2020-05-03
"Puebla","Tlahuapan","Otras actividades productivas",6,2020-05-05
"Puebla","Naupan","Actividades agrícolas",5.5,2020-05-05
"Puebla","Tetela de Ocampo","Actividades ilícitas",1.5,2020-05-05
"Puebla","Tlahuapan","Actividades pecuarias",11,2020-05-05
"Puebla","Ahuazotepec","Actividades ilícitas",1,2020-05-06
"Puebla","Huauchinango","Desconocidas",1,2020-05-06
"Puebla","Zacatlán","Desconocidas",0.5,2020-04-22
"Puebla","Cuyoaco","Fogatas",1,2020-05-17
"Puebla","Chignautla","Actividades ilícitas",7,2020-05-19
"Puebla","Chignahuapan","Desconocidas",22.5,2020-05-19
"Puebla","Huauchinango","Desconocidas",1,2020-05-20
"Puebla","Huauchinango","Desconocidas",2,2020-05-20
"Puebla","Lafragua","Actividades agrícolas",5,2020-05-25
"Puebla","Tlachichuca","Actividades pecuarias",5,2020-05-25
"Puebla","San Nicolás de los Ranchos","Actividades ilícitas",0.5,2020-05-25
"Puebla","Tochimilco","Actividades agrícolas",7,2020-05-25
"Puebla","Palmar de Bravo","Actividades ilícitas",2.5,2020-06-04
"Puebla","Ahuazotepec","Quema de basureros",1.5,2020-06-06
"Puebla","Ajalpan","Naturales",5,2020-07-04
"Puebla","Libres","Actividades ilícitas",1.5,2020-11-06
"Puebla","Tlachichuca","Fogatas",1.5,2020-11-10
"Puebla","Atzitzintla","Actividades pecuarias",6,2020-11-11
"Puebla","Tlatlauquitepec","Actividades ilícitas",1,2020-11-13
"Puebla","Tepatlaxco de Hidalgo","Actividades agrícolas",1,2020-11-26
"Puebla","Tlachichuca","Fogatas",15,2020-12-12
"Puebla","Tepatlaxco de Hidalgo","Fogatas",1,2020-12-22
"Puebla","Tlahuapan","Otras actividades productivas",0.5,2020-12-23
"Puebla","San Nicolás de los Ranchos","Actividades ilícitas",1,2020-12-28
"Puebla","San Salvador el Seco","Fogatas",1,2020-12-29
"Puebla","Tepatlaxco de Hidalgo","Actividades agrícolas",6,2020-12-29
"Puebla","Chignautla","Actividades ilícitas",19.5,2020-12-29
"Puebla","San Nicolás de los Ranchos","Otras actividades productivas",1,2020-12-30
"Puebla","Tochimilco","Otras actividades productivas",1.5,2020-12-31
"Puebla","Tlachichuca","Actividades agrícolas",10,2020-12-31
"Puebla","Tepatlaxco de Hidalgo","Actividades ilícitas",1,2021-01-01
"Puebla","Tepatlaxco de Hidalgo","Actividades ilícitas",1.5,2021-01-02
"Puebla","Mazapiltepec de Juárez","Fogatas",1,2021-01-04
"Puebla","Cuyoaco","Actividades ilícitas",2.5,2021-01-09
"Puebla","Puebla","Desconocidas",3.5,2021-01-18
"Puebla","Tlahuapan","Actividades ilícitas",0.5,2021-01-25
"Puebla","Tlahuapan","Actividades agrícolas",0.5,2021-01-26
"Puebla","Atzitzintla","Fogatas",1,2021-01-27
"Puebla","Chignautla","Actividades pecuarias",5,2021-01-27
"Puebla","Acajete","Actividades ilícitas",2,2021-02-02
"Puebla","Tlachichuca","Actividades agrícolas",19,2021-02-03
"Puebla","San Salvador el Verde","Actividades pecuarias",10,2021-02-04
"Puebla","Zautla","Actividades agrícolas",7.5,2021-02-04
"Puebla","Tlahuapan","Actividades agrícolas",4,2021-02-04
"Puebla","Atlixco","Fogatas",2,2021-02-04
"Puebla","Ixtacamaxtitlán","Actividades agrícolas",6.5,2021-02-04
"Puebla","Soltepec","Actividades pecuarias",35,2021-02-05
"Puebla","Tlahuapan","Actividades agrícolas",10,2021-02-05
"Puebla","Chignautla","Actividades ilícitas",1,2021-02-06
"Puebla","Mazapiltepec de Juárez","Actividades ilícitas",1,2021-02-06
"Puebla","Libres","Actividades ilícitas",6.5,2021-02-06
"Puebla","Tepatlaxco de Hidalgo","Actividades pecuarias",9,2021-02-07
"Puebla","Oriental","Actividades ilícitas",55,2021-02-07
"Puebla","Chignautla","Actividades ilícitas",2,2021-02-08
"Puebla","Tianguismanalco","Actividades ilícitas",5,2021-02-08
"Puebla","Oriental","Actividades ilícitas",5,2021-02-08
"Puebla","Chignautla","Actividades ilícitas",2.5,2021-02-08
"Puebla","Chiautzingo","Actividades ilícitas",9.5,2021-02-08
"Puebla","Guadalupe Victoria","Actividades agrícolas",2,2021-02-08
"Puebla","Chignautla","Actividades pecuarias",4,2021-02-08
"Puebla","Tepatlaxco de Hidalgo","Actividades ilícitas",1.5,2021-02-08
"Puebla","San Salvador el Verde","Actividades pecuarias",4,2021-02-10
"Puebla","Tepanco de López","Actividades pecuarias",5,2021-02-10
"Puebla","San Salvador el Seco","Fogatas",1.5,2021-02-11
"Puebla","Chignautla","Actividades ilícitas",10,2021-02-12
"Puebla","Chiautzingo","Actividades pecuarias",8,2021-02-12
"Puebla","Chiautzingo","Cazadores",5,2021-02-12
"Puebla","Tlachichuca","Actividades pecuarias",1.5,2021-02-13
"Puebla","Atlixco","Actividades pecuarias",4,2021-02-13
"Puebla","Lafragua","Actividades pecuarias",2,2021-02-14
"Puebla","Zacatlán","Actividades agrícolas",1,2021-02-14
"Puebla","Ahuazotepec","Actividades ilícitas",1,2021-02-14
"Puebla","Atlixco","Actividades ilícitas",5.5,2021-02-14
"Puebla","Chignautla","Actividades ilícitas",4,2021-02-14
"Puebla","Cañada Morelos","Actividades ilícitas",3,2021-02-14
"Puebla","Zacatlán","Actividades pecuarias",4,2021-02-15
"Puebla","Tianguismanalco","Actividades pecuarias",12,2021-02-15
"Puebla","Tlachichuca","Fogatas",25,2021-02-15
"Puebla","Atlixco","Actividades pecuarias",2.5,2021-02-15
"Puebla","Chignautla","Actividades ilícitas",3,2021-02-15
"Puebla","Lafragua","Actividades pecuarias",2,2021-02-15
"Puebla","Tehuacán","Actividades ilícitas",25.2,2021-02-15
"Puebla","Puebla","Actividades agrícolas",1,2021-02-15
"Puebla","Naupan","Actividades agrícolas",1,2021-02-16
"Puebla","Tepeyahualco","Actividades ilícitas",32,2021-02-16
"Puebla","Lafragua","Actividades ilícitas",0.5,2021-02-16
"Puebla","Tepatlaxco de Hidalgo","Actividades agrícolas",2,2021-02-16
"Puebla","Tianguismanalco","Actividades agrícolas",42,2021-02-17
"Puebla","Libres","Actividades ilícitas",3.5,2021-02-17
"Puebla","Puebla","Actividades agrícolas",2,2021-02-17
"Puebla","Xiutetelco","Actividades pecuarias",22,2021-02-17
"Puebla","Chilchotla","Actividades pecuarias",5,2021-02-18
"Puebla","Xiutetelco","Actividades ilícitas",6,2021-02-18
"Puebla","Tepatlaxco de Hidalgo","Actividades agrícolas",4.5,2021-02-18
"Puebla","Tianguismanalco","Actividades agrícolas",4,2021-02-18
"Puebla","Tepatlaxco de Hidalgo","Actividades ilícitas",1.5,2021-02-18
"Puebla","Huauchinango","Desconocidas",34,2021-02-18
"Puebla","Tlahuapan","Actividades agrícolas",7,2021-02-19
"Puebla","Tlachichuca","Actividades ilícitas",3,2021-02-19
"Puebla","Tianguismanalco","Actividades pecuarias",2,2021-02-19
"Puebla","Tlachichuca","Actividades ilícitas",5,2021-02-19
"Puebla","Xiutetelco","Actividades agrícolas",19,2021-02-19
"Puebla","Tlahuapan","Actividades agrícolas",1,2021-02-20
"Puebla","Tlachichuca","Actividades ilícitas",4,2021-02-20
"Puebla","Amozoc","Actividades ilícitas",2,2021-02-20
"Puebla","Tepatlaxco de Hidalgo","Actividades ilícitas",3.5,2021-02-20
"Puebla","Ocotepec","Actividades ilícitas",5,2021-02-20
"Puebla","Tepatlaxco de Hidalgo","Actividades agrícolas",90,2021-02-21
"Puebla","San Salvador el Verde","Actividades pecuarias",3,2021-02-21
"Puebla","Tlachichuca","Actividades ilícitas",1,2021-02-21
"Puebla","Puebla","Actividades agrícolas",1,2021-02-22
"Puebla","Tepatlaxco de Hidalgo","Actividades agrícolas",2.5,2021-02-22
"Puebla","Tlachichuca","Fogatas",1,2021-02-23
"Puebla","Chignautla","Actividades agrícolas",2,2021-02-23
"Puebla","Tlachichuca","Actividades pecuarias",10,2021-02-23
"Puebla","Libres","Actividades ilícitas",2,2021-02-24
"Puebla","Tlahuapan","Actividades pecuarias",2,2021-02-24
"Puebla","Zacatlán","Desconocidas",0.5,2021-02-24
"Puebla","Tlachichuca","Actividades ilícitas",20,2021-02-25
"Puebla","Acajete","Actividades ilícitas",1.5,2021-02-25
"Puebla","Chiautzingo","Cazadores",7.5,2021-02-26
"Puebla","Oriental","Actividades ilícitas",19,2021-02-26
"Puebla","Chignautla","Actividades ilícitas",7.5,2021-02-27
"Puebla","Zacatlán","Desconocidas",1.5,2021-02-27
"Puebla","Atlixco","Fumadores",5.5,2021-02-27
"Puebla","Tlachichuca","Desconocidas",320,2021-02-28
"Puebla","San Felipe Teotlalcingo","Fumadores",3.5,2021-02-28
"Puebla","Atlixco","Actividades ilícitas",8,2021-02-28
"Puebla","Atlixco","Actividades ilícitas",2,2021-03-01
"Puebla","Tepatlaxco de Hidalgo","Actividades ilícitas",1.5,2021-03-01
"Puebla","Puebla","Actividades ilícitas",1,2021-03-01
"Puebla","Zacatlán","Desconocidas",34,2021-03-02
"Puebla","Libres","Otras actividades productivas",124,2021-03-02
"Puebla","Huejotzingo","Desconocidas",37,2021-03-02
"Puebla","Chilchotla","Actividades pecuarias",81,2021-03-02
"Puebla","Libres","Actividades ilícitas",3,2021-03-03
"Puebla","Tlahuapan","Fumadores",3.5,2021-03-03
"Puebla","Lafragua","Actividades pecuarias",3,2021-03-03
"Puebla","Tlahuapan","Desconocidas",3,2021-03-03
"Puebla","Puebla","Actividades ilícitas",0.5,2021-03-03
"Puebla","San Nicolás de los Ranchos","Actividades agrícolas",1.5,2021-03-03
"Puebla","Tlachichuca","Actividades pecuarias",1,2021-03-04
"Puebla","Tlahuapan","Fumadores",3,2021-03-04
"Puebla","Tepatlaxco de Hidalgo","Actividades ilícitas",2,2021-03-04
"Puebla","Tehuacán","Actividades pecuarias",8,2021-03-04
"Puebla","Zacatlán","Desconocidas",1,2021-03-04
"Puebla","Tlachichuca","Actividades pecuarias",3,2021-03-04
