"entidad","municipio","causa","total_hectareas","fecha_termino"
"Puebla","Tianguismanalco","Intencional",10.5,2017-03-01
"Puebla","Tepeyahualco","Otras causas",4.3,2017-03-02
"Puebla","San Nicolás de los Ranchos","Otras causas",2,2017-03-01
"Puebla","Tlahuapan","Intencional",1,2017-03-01
"Puebla","Lafragua","Quema de basureros",2,2017-03-01
"Puebla","Tianguismanalco","Intencional",2,2017-03-02
"Puebla","Tlahuapan","Intencional",2,2017-03-02
"Puebla","San Nicolás de los Ranchos","Otras actividades productivas",68.2,2017-03-03
"Puebla","Tetela de Ocampo","Otras causas",1.5,2017-03-02
"Puebla","Tlahuapan","Actividades agropecuarias",2,2017-03-02
"Puebla","Tepatlaxco de Hidalgo","Intencional",1,2017-03-02
"Puebla","Tianguismanalco","Intencional",1.5,2017-03-02
"Puebla","Chalchicomula de Sesma","Otras actividades productivas",5.6,2017-03-02
"Puebla","Ixcaquixtla","Actividades agropecuarias",4,2017-03-04
"Puebla","Libres","Otras causas",1.5,2017-03-03
"Puebla","San Nicolás de los Ranchos","Intencional",1.5,2017-03-04
"Puebla","Tlachichuca","Actividades agropecuarias",23,2017-03-05
"Puebla","San Nicolás de los Ranchos","Fogatas",2,2017-03-05
"Puebla","San Nicolás de los Ranchos","Intencional",2,2017-03-05
"Puebla","Cuautinchán","Intencional",2,2017-03-05
"Puebla","Tianguismanalco","Fogatas",64.4,2017-03-05
"Puebla","Tlahuapan","Actividades agropecuarias",4.9,2017-03-05
"Puebla","Chiautzingo","Intencional",14,2017-03-06
"Puebla","Libres","Actividades agropecuarias",1,2017-03-06
"Puebla","San Nicolás de los Ranchos","Intencional",15,2017-03-06
"Puebla","Tochimilco","Otras actividades productivas",1.5,2017-03-07
"Puebla","Zacatlán","Intencional",7.7,2017-03-07
"Puebla","Tepatlaxco de Hidalgo","Intencional",1.5,2017-03-07
"Puebla","Tepeyahualco","Actividades agropecuarias",1,2017-03-07
"Puebla","Tepeyahualco","Intencional",4,2017-03-07
"Puebla","Tepatlaxco de Hidalgo","Intencional",2,2017-03-08
"Puebla","Amozoc","Intencional",5,2017-03-08
"Puebla","Tlachichuca","Actividades agropecuarias",34,2017-03-09
"Puebla","Chiautzingo","Actividades agropecuarias",1,2017-03-09
"Puebla","Atlixco","Intencional",0.75,2017-03-09
"Puebla","San Diego la Mesa Tochimiltzingo","Intencional",1.5,2017-03-11
"Puebla","Tianguismanalco","Intencional",1.2,2017-02-13
"Puebla","San Pedro Cholula","Intencional",0.5,2017-03-17
"Puebla","Cuautinchán","Actividades agropecuarias",2.5,2017-03-17
"Puebla","Tianguismanalco","Otras actividades productivas",11.7,2017-03-19
"Puebla","Huaquechula","Intencional",12.3,2017-03-19
"Puebla","Libres","Actividades agropecuarias",1,2017-03-19
"Puebla","Libres","Fogatas",1,2017-03-19
"Puebla","Tlahuapan","Intencional",7,2017-03-19
"Puebla","Libres","Intencional",5.7,2017-03-19
"Puebla","Tlahuapan","Intencional",4.7,2017-03-19
"Puebla","Tepatlaxco de Hidalgo","Intencional",25,2017-03-20
"Puebla","Libres","Intencional",1,2017-03-20
"Puebla","Chalchicomula de Sesma","Actividades agropecuarias",12.5,2017-03-21
"Puebla","Santiago Miahuatlán","Fogatas",15,2017-03-21
"Puebla","Tlahuapan","Otras actividades productivas",9.3,2017-03-21
"Puebla","Tepeyahualco","Intencional",20,2017-03-21
"Puebla","Puebla","Intencional",22.3,2017-03-21
"Puebla","Tianguismanalco","Intencional",25,2017-03-22
"Puebla","Tepeyahualco","Intencional",1,2017-03-22
"Puebla","Libres","Fogatas",0.5,2017-03-22
"Puebla","Tianguismanalco","Actividades agropecuarias",8,2017-03-22
"Puebla","Tianguismanalco","Actividades agropecuarias",15,2017-03-22
"Puebla","Ixcaquixtla","Intencional",5,2017-03-22
"Puebla","Cuautinchán","Intencional",20.4,2017-03-22
"Puebla","Atexcal","Intencional",40,2017-03-23
"Puebla","Guadalupe Victoria","Intencional",5,2017-03-23
"Puebla","Tepatlaxco de Hidalgo","Intencional",7.5,2017-03-22
"Puebla","Tianguismanalco","Actividades agropecuarias",110,2017-03-23
"Puebla","Tianguismanalco","Actividades agropecuarias",4.6,2017-03-22
"Puebla","Acajete","Intencional",5,2017-03-23
"Puebla","Guadalupe Victoria","Actividades agropecuarias",2,2017-03-23
"Puebla","Tianguismanalco","Actividades agropecuarias",5,2017-03-23
"Puebla","Atlixco","Otras actividades productivas",0.8,2017-03-23
"Puebla","Tlachichuca","Intencional",28.5,2017-03-24
"Puebla","Chalchicomula de Sesma","Actividades agropecuarias",31,2017-03-21
"Puebla","Chalchicomula de Sesma","Intencional",86,2017-03-24
"Puebla","San Nicolás de los Ranchos","Otras actividades productivas",7,2017-03-24
"Puebla","San Nicolás de los Ranchos","Otras actividades productivas",12.88,2017-03-25
"Puebla","San Nicolás de los Ranchos","Otras actividades productivas",13.18,2017-03-25
"Puebla","Tlachichuca","Intencional",5,2017-03-25
"Puebla","Xiutetelco","Actividades agropecuarias",46,2017-03-24
"Puebla","Tetela de Ocampo","Intencional",2,2017-03-26
"Puebla","Chignautla","Quema de basureros",25.1,2017-03-26
"Puebla","Amozoc","Intencional",3,2017-03-27
"Puebla","San Nicolás de los Ranchos","Cazadores",2,2017-03-27
"Puebla","Tlachichuca","Otras actividades productivas",2,2017-03-28
"Puebla","Juan N. Méndez","Otras actividades productivas",90,2017-03-25
"Puebla","Atzitzintla","Otras actividades productivas",10,2017-03-24
"Puebla","Libres","Intencional",0.5,2017-03-24
"Puebla","Tepeyahualco","Actividades agropecuarias",4.93,2017-03-29
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",5.4,2017-03-29
"Puebla","Tlahuapan","Otras actividades productivas",12.4,2017-03-29
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",800,2017-03-31
"Puebla","Chiautla","Otras actividades productivas",200,2017-04-01
"Puebla","San Nicolás de los Ranchos","Otras actividades productivas",75.2,2017-03-31
"Puebla","San Nicolás de los Ranchos","Otras causas",37.8,2017-03-30
"Puebla","Tlachichuca","Intencional",24,2017-03-30
"Puebla","Chignautla","Actividades agropecuarias",1,2017-04-01
"Puebla","Xiutetelco","Otras actividades productivas",14,2017-04-01
"Puebla","San Nicolás de los Ranchos","Intencional",9.6,2017-04-01
"Puebla","Tlachichuca","Actividades agropecuarias",1.5,2017-04-01
"Puebla","Chilchotla","Intencional",2,2017-04-02
"Puebla","Lafragua","Actividades agropecuarias",3,2017-04-01
"Puebla","Chignautla","Actividades agropecuarias",1,2017-04-02
"Puebla","Chignautla","Actividades agropecuarias",3,2017-04-01
"Puebla","San Nicolás de los Ranchos","Otras actividades productivas",2,2017-04-01
"Puebla","Santa Inés Ahuatempan","Otras actividades productivas",775,2017-04-03
"Puebla","Tianguismanalco","Intencional",70,2017-04-02
"Puebla","Atlixco","Otras actividades productivas",3.2,2017-04-01
"Puebla","Tepeaca","Actividades agropecuarias",8,2017-04-03
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",2,2017-04-01
"Puebla","San Nicolás de los Ranchos","Intencional",28.5,2017-04-01
"Puebla","Tepatlaxco de Hidalgo","Intencional",5,2017-04-01
"Puebla","San Nicolás de los Ranchos","Intencional",1.5,2017-04-01
"Puebla","Zautla","Actividades agropecuarias",84.4,2017-04-03
"Puebla","Tlachichuca","Intencional",1.5,2017-04-02
"Puebla","Tianguismanalco","Intencional",2.9,2017-04-02
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",12.24,2017-04-02
"Puebla","Acajete","Intencional",4,2017-04-03
"Puebla","Chignahuapan","Actividades agropecuarias",52.9,2017-04-04
"Puebla","Zautla","Otras actividades productivas",43.9,2017-04-03
"Puebla","Tianguismanalco","Actividades agropecuarias",4,2017-04-03
"Puebla","Amozoc","Intencional",3,2017-04-03
"Puebla","Pahuatlán","Otras causas",44.3,2017-04-05
"Puebla","Tianguismanalco","Actividades agropecuarias",324,2017-04-04
"Puebla","Tianguismanalco","Actividades agropecuarias",25,2017-04-04
"Puebla","Zautla","Otras actividades productivas",10.1,2017-04-04
"Puebla","Zoquitlán","Actividades agropecuarias",2.8,2017-04-04
"Puebla","Tlachichuca","Actividades agropecuarias",2,2017-04-04
"Puebla","Tepeaca","Actividades agropecuarias",27.6,2017-04-04
"Puebla","Tetela de Ocampo","Actividades agropecuarias",112.5,2017-04-06
"Puebla","Tianguismanalco","Intencional",53.3,2017-04-04
"Puebla","Cuautinchán","Intencional",50,2017-04-06
"Puebla","Tlahuapan","Otras actividades productivas",3,2017-04-05
"Puebla","Atlixco","Otras actividades productivas",43.7,2017-04-05
"Puebla","Tehuacán","Actividades agropecuarias",90,2017-04-05
"Puebla","Teopantlán","Actividades agropecuarias",40,2017-04-06
"Puebla","Tianguismanalco","Intencional",2,2017-04-06
"Puebla","Tlachichuca","Actividades agropecuarias",2,2017-04-01
"Puebla","Zacatlán","Intencional",186.26,2017-04-05
"Puebla","Aquixtla","Otras actividades productivas",60,2017-04-05
"Puebla","Acajete","Intencional",1,2017-04-04
"Puebla","San Nicolás Buenos Aires","Intencional",528,2017-04-09
"Puebla","Tepeaca","Intencional",11,2017-04-06
"Puebla","Chignautla","Actividades agropecuarias",150,2017-04-03
"Puebla","Tianguismanalco","Actividades agropecuarias",2.28,2017-04-07
"Puebla","Tianguismanalco","Intencional",4,2017-04-07
"Puebla","Ocotepec","Intencional",5.5,2017-04-07
"Puebla","Tianguismanalco","Actividades agropecuarias",1.5,2017-04-07
"Puebla","Tepatlaxco de Hidalgo","Intencional",3,2017-04-07
"Puebla","Atlixco","Intencional",2,2017-04-07
"Puebla","Tlachichuca","Intencional",2,2017-04-08
"Puebla","Ixtacamaxtitlán","Intencional",127,2017-04-08
"Puebla","Amozoc","Intencional",1.5,2017-04-07
"Puebla","Nealtican","Intencional",2,2017-04-07
"Puebla","Tlachichuca","Actividades agropecuarias",1,2017-04-07
"Puebla","Tepeyahualco","Intencional",8,2017-04-07
"Puebla","Chignahuapan","Actividades agropecuarias",1,2017-04-07
"Puebla","Ixtacamaxtitlán","Limpias de derecho de vía",6.7,2017-04-08
"Puebla","Tepatlaxco de Hidalgo","Intencional",2.5,2017-04-08
"Puebla","Tepatlaxco de Hidalgo","Intencional",0.5,2017-04-08
"Puebla","Tlatlauquitepec","Actividades agropecuarias",1.5,2017-04-09
"Puebla","Tepatlaxco de Hidalgo","Intencional",1,2017-04-09
"Puebla","Tzicatlacoyan","Intencional",197.2,2017-04-12
"Puebla","Lafragua","Actividades agropecuarias",5.3,2017-04-10
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",1,2017-04-11
"Puebla","Tepeyahualco","Intencional",324.78,2017-04-13
"Puebla","Chalchicomula de Sesma","Otras actividades productivas",1,2017-04-12
"Puebla","Nopalucan","Intencional",1.5,2017-04-12
"Puebla","Tlahuapan","Otras actividades productivas",1,2017-04-12
"Puebla","Oriental","Intencional",3,2017-04-13
"Puebla","Ocotepec","Quema de basureros",0.5,2017-04-13
"Puebla","Zacatlán","Intencional",1.5,2017-04-12
"Puebla","Huejotzingo","Actividades agropecuarias",2,2017-04-13
"Puebla","Tianguismanalco","Actividades agropecuarias",1.5,2017-04-13
"Puebla","Tlahuapan","Actividades agropecuarias",2,2017-04-13
"Puebla","Tlachichuca","Otras actividades productivas",17.6,2017-04-07
"Puebla","Zacapoaxtla","Actividades agropecuarias",5,2017-04-04
"Puebla","Nopalucan","Intencional",5,2017-04-04
"Puebla","San Nicolás Buenos Aires","Actividades agropecuarias",2,2017-04-04
"Puebla","Tlachichuca","Actividades agropecuarias",7.4,2017-04-04
"Puebla","Tlachichuca","Intencional",16.1,2017-04-04
"Puebla","Tepatlaxco de Hidalgo","Intencional",2,2017-04-05
"Puebla","Chiautla","Intencional",40,2017-04-05
"Puebla","Tlachichuca","Intencional",3.6,2017-04-05
"Puebla","Amozoc","Intencional",1,2017-04-13
"Puebla","Calpan","Actividades agropecuarias",1.5,2017-04-14
"Puebla","Ixtacamaxtitlán","Intencional",2,2017-04-15
"Puebla","San Pedro Cholula","Fogatas",1,2017-04-15
"Puebla","Zacatlán","Actividades agropecuarias",2.5,2017-04-15
"Puebla","Nealtican","Intencional",2,2017-04-15
"Puebla","Tlachichuca","Actividades agropecuarias",2.5,2017-04-16
"Puebla","Tlahuapan","Cazadores",3,2017-04-16
"Puebla","Calpan","Cazadores",3,2017-04-16
"Puebla","Tlahuapan","Actividades agropecuarias",1.5,2017-04-16
"Puebla","Puebla","Intencional",0.5,2017-04-16
"Puebla","Ocoyucan","Intencional",1,2017-04-16
"Puebla","Tepeyahualco","Actividades agropecuarias",67.23,2017-04-16
"Puebla","Tlachichuca","Actividades agropecuarias",3,2017-04-21
"Puebla","Tlahuapan","Actividades agropecuarias",2,2017-04-21
"Puebla","Tlahuapan","Cazadores",1.5,2017-04-21
"Puebla","Libres","Intencional",1,2017-04-22
"Puebla","Tlahuapan","Actividades agropecuarias",2,2017-04-22
"Puebla","Tianguismanalco","Otras causas",1,2017-04-22
"Puebla","Zautla","Intencional",28.2,2017-04-23
"Puebla","Tianguismanalco","Intencional",1.7,2017-04-23
"Puebla","Tlahuapan","Cazadores",18.2,2017-04-23
"Puebla","Calpan","Actividades agropecuarias",3,2017-04-23
"Puebla","Tepeyahualco","Actividades agropecuarias",1,2017-04-21
"Puebla","Tlachichuca","Actividades agropecuarias",9.7,2017-04-24
"Puebla","Tlahuapan","Actividades agropecuarias",2,2017-04-24
"Puebla","Huauchinango","Intencional",3.95,2017-04-25
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",2,2017-04-25
"Puebla","Huauchinango","Intencional",41.5,2017-04-27
"Puebla","Zautla","Otras actividades productivas",131.6,2017-04-27
"Puebla","Tlahuapan","Actividades agropecuarias",28.3,2017-04-26
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",2,2017-04-26
"Puebla","General Felipe Ángeles","Actividades agropecuarias",7.3,2017-04-27
"Puebla","Tzicatlacoyan","Intencional",99.24,2017-05-02
"Puebla","Tianguismanalco","Actividades agropecuarias",2.5,2017-04-28
"Puebla","Tlahuapan","Actividades agropecuarias",1,2017-04-28
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",15.11,2017-04-28
"Puebla","Atempan","Fogatas",12,2017-04-29
"Puebla","Atlixco","Otras actividades productivas",6,2017-04-30
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",187.11,2017-04-30
"Puebla","Tlachichuca","Actividades agropecuarias",6.35,2017-04-29
"Puebla","Zacatlán","Otras causas",1,2017-04-29
"Puebla","Tlachichuca","Actividades agropecuarias",1,2017-04-29
"Puebla","Tepatlaxco de Hidalgo","Otras causas",2,2017-04-30
"Puebla","Cuyoaco","Quema de basureros",122,2017-05-02
"Puebla","Hueyapan","Intencional",8,2017-04-30
"Puebla","Tlahuapan","Otras causas",8.77,2017-04-30
"Puebla","Tochimilco","Otras actividades productivas",12.55,2017-04-30
"Puebla","Zacapoaxtla","Otras actividades productivas",35.5,2017-05-03
"Puebla","Tepango de Rodríguez","Actividades agropecuarias",3,2017-05-01
"Puebla","Zacapoaxtla","Actividades agropecuarias",4,2017-05-01
"Puebla","Chiautzingo","Actividades agropecuarias",12,2017-05-01
"Puebla","Chignautla","Fogatas",3,2017-05-02
"Puebla","Lafragua","Actividades agropecuarias",1,2017-05-02
"Puebla","Tlachichuca","Actividades agropecuarias",2,2017-05-02
"Puebla","Tianguismanalco","Actividades agropecuarias",3.5,2017-05-02
"Puebla","Tlachichuca","Intencional",2,2017-05-02
"Puebla","Tetela de Ocampo","Intencional",28.7,2017-05-03
"Puebla","Zacapoaxtla","Intencional",3,2017-05-03
"Puebla","Huauchinango","Intencional",3,2017-05-03
"Puebla","Huauchinango","Otras causas",10,2017-05-03
"Puebla","Tzicatlacoyan","Otras causas",127.7,2017-05-05
"Puebla","Zautla","Intencional",113,2017-04-30
"Puebla","Tlachichuca","Actividades agropecuarias",3,2017-05-05
"Puebla","Chignautla","Fogatas",1,2017-05-05
"Puebla","Cuetzalan del Progreso","Actividades agropecuarias",5,2017-05-04
"Puebla","Zaragoza","Fogatas",3,2017-05-07
"Puebla","Libres","Actividades agropecuarias",5.94,2017-05-08
"Puebla","Tlachichuca","Intencional",2,2017-05-09
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",1,2017-05-09
"Puebla","Zacapoaxtla","Actividades agropecuarias",0.5,2017-05-11
"Puebla","Tlahuapan","Actividades agropecuarias",3,2017-05-16
"Puebla","Tlachichuca","Actividades agropecuarias",0.75,2017-05-17
"Puebla","Chilchotla","Intencional",10.4,2017-05-19
"Puebla","Oriental","Intencional",7.73,2017-05-18
"Puebla","Juan N. Méndez","Otras actividades productivas",75,2017-05-19
"Puebla","Zautla","Actividades agropecuarias",2,2017-05-19
"Puebla","Quimixtlán","Otras causas",8,2017-05-13
"Puebla","Oriental","Actividades agropecuarias",7.73,2017-05-18
"Puebla","Tlahuapan","Cazadores",2,2017-05-20
"Puebla","Atzitzintla","Otras actividades productivas",30.3,2017-05-21
"Puebla","Libres","Intencional",1.5,2017-05-21
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",1,2017-05-21
"Puebla","Tlachichuca","Actividades agropecuarias",1.5,2017-05-22
"Puebla","Libres","Otras actividades productivas",0.5,2017-05-23
"Puebla","Aquixtla","Otras actividades productivas",178,2017-05-24
"Puebla","Chilchotla","Actividades agropecuarias",45.5,2017-05-22
"Puebla","Chilchotla","Actividades agropecuarias",0.5,2017-05-23
"Puebla","Chilchotla","Intencional",9.38,2017-05-24
"Puebla","Chignahuapan","Otras causas",1,2017-05-27
"Puebla","Tlahuapan","Cazadores",3,2017-05-28
"Puebla","Zacatlán","Otras causas",1.5,2017-05-29
"Puebla","Huitzilan de Serdán","Otras causas",4,2017-06-12
"Puebla","Ixtacamaxtitlán","Actividades agropecuarias",15,2017-06-13
"Puebla","Libres","Intencional",1,2017-06-19
"Puebla","Coxcatlán","Intencional",4,2017-06-24
"Puebla","Tlachichuca","Intencional",13.9,2017-11-17
"Puebla","Amozoc","Intencional",1,2017-11-22
"Puebla","Zacatlán","Otras causas",8,2017-11-28
"Puebla","Tlachichuca","Actividades agropecuarias",21,2017-12-05
"Puebla","San Nicolás de los Ranchos","Actividades agropecuarias",10,2017-12-04
"Puebla","Tepeyahualco","Fogatas",52,2017-12-06
"Puebla","Zacatlán","Otras causas",2,2017-12-10
"Puebla","Tlachichuca","Intencional",2,2017-12-12
"Puebla","Ixtacamaxtitlán","Intencional",4.5,2017-12-13
"Puebla","Tlachichuca","Intencional",4,2017-12-17
"Puebla","San Nicolás de los Ranchos","Fogatas",18,2017-12-18
"Puebla","Atlixco","Otras actividades productivas",2,2017-12-18
"Puebla","Oriental","Intencional",1,2017-12-19
"Puebla","Tlachichuca","Actividades agropecuarias",2.5,2017-12-25
"Puebla","Chalchicomula de Sesma","Actividades agropecuarias",4,2017-12-25
"Puebla","Libres","Intencional",0.5,2017-12-26
"Puebla","Tlachichuca","Fogatas",150,2017-12-27
"Puebla","San Pedro Cholula","Fumadores",1,2017-12-26
"Puebla","Acajete","Intencional",2,2017-12-26
"Puebla","Tlachichuca","Actividades agropecuarias",9.5,2017-12-29
"Puebla","Tlachichuca","Intencional",10,2017-12-29
"Puebla","Tlachichuca","Actividades agropecuarias",5,2017-12-30
"Puebla","Puebla","Fogatas",3,2018-01-06
"Puebla","Tlachichuca","Actividades agrícolas",2,2018-01-07
"Puebla","Puebla","Intencional",2,2018-01-08
"Puebla","San Nicolás de los Ranchos","Fogatas",22,2018-01-08
"Puebla","Cuyoaco","Actividades agrícolas",1,2018-01-09
"Puebla","San Nicolás de los Ranchos","Otras actividades productivas",2,2018-01-09
"Puebla","Tlachichuca","Intencional",3.75,2018-01-09
"Puebla","Oriental","Intencional",19.85,2018-01-09
"Puebla","Oriental","Intencional",6.3,2018-01-10
"Puebla","San Nicolás de los Ranchos","Otras actividades productivas",1.5,2018-01-10
"Puebla","Zautla","Intencional",3,2018-01-08
"Puebla","Chalchicomula de Sesma","Actividades agrícolas",153,2018-01-10
"Puebla","Acajete","Intencional",1.5,2018-01-09
"Puebla","Puebla","Fogatas",25,2018-01-13
"Puebla","Tepatlaxco de Hidalgo","Intencional",2.5,2018-01-15
"Puebla","Lafragua","Intencional",6.2,2018-01-15
"Puebla","Tlahuapan","Actividades agrícolas",3.78,2018-01-17
"Puebla","Libres","Actividades agrícolas",1,2018-01-17
"Puebla","Tepatlaxco de Hidalgo","Intencional",10.6,2018-01-17
"Puebla","Tlachichuca","Actividades pecuarias",7.3,2018-01-20
"Puebla","Atlixco","Fogatas",2,2018-01-20
"Puebla","Libres","Actividades agrícolas",2,2018-01-20
"Puebla","Acajete","Intencional",1,2018-01-21
"Puebla","Tepatlaxco de Hidalgo","Cazadores",1,2018-01-21
"Puebla","Puebla","Actividades agrícolas",3,2018-01-21
"Puebla","Libres","Intencional",3,2018-01-21
"Puebla","Tlachichuca","Actividades pecuarias",12.6,2018-01-21
"Puebla","San Nicolás de los Ranchos","Fogatas",4.32,2018-01-23
"Puebla","Tochimilco","Otras actividades productivas",4.1,2018-01-23
"Puebla","San Nicolás de los Ranchos","Otras actividades productivas",2,2018-01-26
"Puebla","San Nicolás de los Ranchos","Desconocidas",3.54,2018-01-26
"Puebla","Tepeyahualco","Fogatas",25.4,2018-01-26
"Puebla","San Nicolás Buenos Aires","Actividades pecuarias",4.73,2018-01-31
"Puebla","Tianguismanalco","Intencional",2,2018-02-01
"Puebla","Amozoc","Intencional",1,2018-02-02
"Puebla","San Pedro Cholula","Fogatas",10.5,2018-02-02
"Puebla","Puebla","Actividades pecuarias",2.5,2018-02-04
"Puebla","Amozoc","Intencional",3,2018-02-05
"Puebla","Cuautinchán","Intencional",5,2018-02-05
"Puebla","Tepatlaxco de Hidalgo","Intencional",4.34,2018-02-05
"Puebla","Calpan","Otras actividades productivas",3,2018-02-05
"Puebla","Lafragua","Actividades agrícolas",5,2018-02-06
"Puebla","San Salvador el Verde","Actividades pecuarias",99,2018-02-07
"Puebla","Tepeyahualco","Intencional",41.2,2018-02-07
"Puebla","Chilchotla","Intencional",25,2018-02-07
"Puebla","Lafragua","Actividades agrícolas",12.3,2018-02-08
"Puebla","Tepatlaxco de Hidalgo","Intencional",2,2018-02-07
"Puebla","Puebla","Intencional",1.5,2018-02-07
"Puebla","Aljojuca","Actividades pecuarias",15,2018-02-08
"Puebla","San Nicolás de los Ranchos","Actividades agrícolas",3,2018-02-08
"Puebla","Tlahuapan","Actividades pecuarias",2,2018-02-11
"Puebla","Libres","Intencional",15,2018-02-12
"Puebla","Tlahuapan","Cazadores",1.9,2018-02-12
"Puebla","Tlahuapan","Cazadores",7.14,2018-02-12
"Puebla","Tepatlaxco de Hidalgo","Intencional",1,2018-02-12
"Puebla","San Nicolás de los Ranchos","Fumadores",1,2018-02-12
"Puebla","Atlixco","Intencional",3.83,2018-02-13
"Puebla","Tlahuapan","Cazadores",2,2018-02-13
"Puebla","San Nicolás de los Ranchos","Intencional",1.24,2018-02-14
"Puebla","Tzicatlacoyan","Actividades pecuarias",5.77,2018-02-14
"Puebla","Tlachichuca","Actividades pecuarias",4.23,2018-02-15
"Puebla","Tlahuapan","Intencional",10,2018-02-16
"Puebla","Tlahuapan","Cazadores",1.37,2018-02-16
"Puebla","Tlachichuca","Actividades agrícolas",4.3,2018-02-16
"Puebla","San Nicolás de los Ranchos","Fumadores",2,2018-02-16
"Puebla","Tianguismanalco","Intencional",3,2018-02-16
"Puebla","Libres","Intencional",1,2018-02-17
"Puebla","Tepatlaxco de Hidalgo","Intencional",3,2018-02-17
"Puebla","Tlahuapan","Quema de basureros",1.5,2018-02-17
"Puebla","Tlahuapan","Cazadores",1,2018-02-17
"Puebla","San Nicolás de los Ranchos","Actividades agrícolas",1.5,2018-02-17
"Puebla","Atlixco","Intencional",1.5,2018-02-17
"Puebla","Puebla","Intencional",1.5,2018-02-18
"Puebla","Puebla","Intencional",1,2018-02-18
"Puebla","Atzitzintla","Actividades pecuarias",2.5,2018-02-18
"Puebla","San Salvador el Seco","Intencional",2,2018-02-19
"Puebla","San Nicolás de los Ranchos","Intencional",3,2018-02-19
"Puebla","Tepatlaxco de Hidalgo","Intencional",1,2018-02-19
"Puebla","Chignahuapan","Desconocidas",4,2018-02-20
"Puebla","Oriental","Intencional",20,2018-02-20
"Puebla","Tlahuapan","Cazadores",2.35,2018-02-20
"Puebla","Tehuacán","Intencional",0.5,2018-02-20
"Puebla","Amozoc","Intencional",0.5,2018-02-21
"Puebla","Puebla","Intencional",1,2018-02-21
"Puebla","Tlachichuca","Intencional",41,2018-02-23
"Puebla","Cuautinchán","Intencional",3,2018-02-23
"Puebla","San Nicolás de los Ranchos","Intencional",13,2018-02-23
"Puebla","Tlachichuca","Actividades pecuarias",1.87,2018-02-24
"Puebla","Puebla","Intencional",1.5,2018-02-24
"Puebla","Tlachichuca","Actividades pecuarias",6.7,2018-02-25
"Puebla","San Nicolás de los Ranchos","Otras actividades productivas",26.5,2018-02-25
"Puebla","Huauchinango","Fogatas",0.5,2018-02-25
"Puebla","Aljojuca","Actividades pecuarias",2.5,2018-02-25
"Puebla","Oriental","Intencional",54.5,2018-02-25
"Puebla","Oriental","Intencional",6,2018-02-26
"Puebla","Zacatlán","Actividades pecuarias",2.1,2018-02-26
"Puebla","San Nicolás de los Ranchos","Actividades pecuarias",1.5,2018-02-27
"Puebla","Tlachichuca","Actividades pecuarias",42.7,2018-02-28
"Puebla","Chignautla","Actividades pecuarias",1.6,2018-02-27
"Puebla","Tepatlaxco de Hidalgo","Intencional",1.5,2018-02-27
"Puebla","Tlahuapan","Cazadores",3.6,2018-02-27
"Puebla","Lafragua","Actividades pecuarias",0.5,2018-02-27
"Puebla","Ixtacamaxtitlán","Intencional",12,2018-02-28
"Puebla","Oriental","Intencional",6,2018-02-28
"Puebla","Tianguismanalco","Cazadores",1.4,2018-02-28
"Puebla","Tochimilco","Intencional",1,2018-02-28
"Puebla","Tlachichuca","Actividades pecuarias",32,2018-03-01
"Puebla","Cuyoaco","Actividades agrícolas",11,2018-03-01
"Puebla","San Nicolás de los Ranchos","Actividades agrícolas",2.8,2018-03-01
"Puebla","San Nicolás de los Ranchos","Actividades agrícolas",2,2018-03-01
"Puebla","Ahuazotepec","Intencional",1,2018-03-01
"Puebla","Tochimilco","Intencional",4,2018-03-01
"Puebla","San Salvador el Seco","Actividades pecuarias",276,2018-03-02
"Puebla","Lafragua","Actividades pecuarias",16.6,2018-03-01
"Puebla","Tepatlaxco de Hidalgo","Intencional",1,2018-03-02
"Puebla","Xiutetelco","Fogatas",17,2018-03-03
"Puebla","San Nicolás de los Ranchos","Actividades agrícolas",122,2018-03-04
"Puebla","San Nicolás de los Ranchos","Actividades pecuarias",16.7,2018-03-04
"Puebla","Puebla","Intencional",3,2018-03-03
"Puebla","Lafragua","Actividades pecuarias",30.5,2018-03-04
"Puebla","Puebla","Intencional",2,2018-03-03
"Puebla","Lafragua","Actividades pecuarias",7.8,2018-03-04
"Puebla","Zacapoaxtla","Intencional",1.6,2018-03-04
"Puebla","Zacatlán","Actividades pecuarias",18.3,2018-03-05
"Puebla","San Nicolás de los Ranchos","Intencional",1,2018-03-05
"Puebla","Ahuazotepec","Actividades pecuarias",3.4,2018-03-05
"Puebla","Acajete","Intencional",1.5,2018-03-05
"Puebla","Tlachichuca","Intencional",195,2018-03-04
"Puebla","Tlachichuca","Actividades pecuarias",44,2018-03-05
"Puebla","Zacatlán","Intencional",51.45,2018-03-06
"Puebla","Tlachichuca","Actividades pecuarias",30.8,2018-03-06
"Puebla","San Nicolás de los Ranchos","Intencional",3.2,2018-03-06
