"entidad","tipo_de_fuente","pm_25","co","so2","nox"
"Puebla","Fuentes móviles que no circulan por carretera",0.149,0.81,0.088,2.515
"Puebla","Fuentes de área",18.593,150.555,0.527,4.464
"Puebla","Fuentes móviles carreteros",1.419,190.055,0.913,35.588
"Puebla","Fuentes móviles que no circulan por carretera",0.033,0.179,0.019,0.557
"Puebla","Fuentes fijas",9.292,7.355,0.053,8.756
"Puebla","Fuentes de área",22.653,99.626,0.41,6.127
"Puebla","Fuentes móviles carreteros",1.654,200.528,0.992,37.114
"Puebla","Fuentes móviles que no circulan por carretera",1.45,6.809,0.658,53.934
"Puebla","Fuentes de área",60.168,480.272,1.745,14.701
"Puebla","Fuentes móviles carreteros",2.874,274.16,1.449,56.348
"Puebla","Fuentes móviles que no circulan por carretera",0.123,0.665,0.072,2.067
"Puebla","Fuentes de área",14.997,70.362,0.233,2.758
"Puebla","Fuentes móviles carreteros",3.245,114.409,0.894,32.436
"Puebla","Fuentes móviles que no circulan por carretera",0.841,3.961,0.384,30.977
"Puebla","Fuentes de área",4.385,29.987,0.108,1.423
"Puebla","Fuentes móviles carreteros",0.304,41.316,0.186,7.546
"Puebla","Fuentes móviles que no circulan por carretera",2.794,16.927,1.209,34.438
"Puebla","Fuentes fijas",20.027,390.485,124.589,2335.365
"Puebla","Fuentes de área",78.105,460.167,1.835,50.899
"Puebla","Fuentes móviles carreteros",86.68,7216.747,40.44,1472.741
"Puebla","Fuentes móviles que no circulan por carretera",1.075,5.061,0.49,39.583
"Puebla","Fuentes de área",3.147,15.999,0.074,0.615
"Puebla","Fuentes móviles carreteros",0.017,10.28,0.039,1.541
"Puebla","Fuentes móviles que no circulan por carretera",0.038,0.208,0.023,0.647
"Puebla","Fuentes fijas",0.259,0.06,7.162,0.66
"Puebla","Fuentes de área",18.264,103.504,0.378,7.297
"Puebla","Fuentes móviles carreteros",7.113,591.14,3.314,126.209
"Puebla","Fuentes móviles que no circulan por carretera",0.239,1.295,0.141,4.023
"Puebla","Fuentes de área",4.081,29.179,0.103,1.128
"Puebla","Fuentes móviles carreteros",0.189,20.823,0.102,3.985
"Puebla","Fuentes móviles que no circulan por carretera",0.026,0.142,0.015,0.443
"Puebla","Fuentes fijas",20.259,223.976,1.619,266.875
"Puebla","Fuentes de área",4.442,28.654,0.119,5.402
"Puebla","Fuentes móviles carreteros",8.409,383.901,2.691,94.402
"Puebla","Fuentes móviles que no circulan por carretera",0.022,0.119,0.013,0.371
"Puebla","Fuentes de área",40.433,182.055,0.761,7.586
"Puebla","Fuentes móviles carreteros",2.759,192.963,1.125,43.012
"Puebla","Fuentes móviles que no circulan por carretera",0.737,4.002,0.435,12.432
"Puebla","Fuentes de área",48.718,526.049,4.829,18.029
"Puebla","Fuentes móviles carreteros",6.528,411.561,2.513,92.51
"Puebla","Fuentes móviles que no circulan por carretera",0.079,0.428,0.047,1.33
"Puebla","Fuentes de área",15.657,121.722,0.426,3.703
"Puebla","Fuentes móviles carreteros",0.981,155.57,0.711,27.66
"Puebla","Fuentes móviles que no circulan por carretera",0.057,0.307,0.033,0.953
"Puebla","Fuentes fijas",1.357,1.611,34.663,7.444
"Puebla","Fuentes de área",3108.557,7499.085,27.551,263.471
"Puebla","Fuentes móviles carreteros",120.35,6429.358,43.174,1594.973
"Puebla","Fuentes móviles que no circulan por carretera",1.647,7.451,0.694,69.207
"Puebla","Fuentes de área",14.622,108.257,0.381,3.4
"Puebla","Fuentes móviles carreteros",1.242,210.434,0.967,37.687
"Puebla","Fuentes móviles que no circulan por carretera",0.078,0.422,0.046,1.311
"Puebla","Fuentes de área",102.579,830.359,5.956,32.495
"Puebla","Fuentes móviles carreteros",9.752,585.932,3.626,137.696
"Puebla","Fuentes móviles que no circulan por carretera",1.386,6.973,0.715,38.675
"Puebla","Fuentes fijas",0.002,0.033,0.037,0.131
"Puebla","Fuentes de área",76.027,715.575,5.038,27.199
"Puebla","Fuentes móviles carreteros",14.914,842.606,5.447,205.333
"Puebla","Fuentes móviles que no circulan por carretera",0.223,1.212,0.132,3.765
"Puebla","Fuentes fijas",20.055,5.103,553.85,51.059
"Puebla","Fuentes de área",15.232,110.712,0.408,7.952
"Puebla","Fuentes móviles carreteros",17.264,596.063,4.843,180.81
"Puebla","Fuentes móviles que no circulan por carretera",0.078,0.425,0.046,1.322
"Puebla","Fuentes de área",95.395,677.024,2.581,19.996
"Puebla","Fuentes móviles carreteros",0.146,8.987,0.06,2.54
"Puebla","Fuentes móviles que no circulan por carretera",0.49,2.659,0.289,8.26
"Puebla","Fuentes de área",3.987,30.057,0.106,1.378
"Puebla","Fuentes móviles carreteros",0.098,13.045,0.063,2.513
"Puebla","Fuentes móviles que no circulan por carretera",0.02,0.111,0.012,0.344
"Puebla","Fuentes de área",34.681,251.4,0.878,8.65
"Puebla","Fuentes móviles carreteros",0.761,119.667,0.559,21.968
"Puebla","Fuentes móviles que no circulan por carretera",0.201,1.093,0.119,3.396
"Puebla","Fuentes de área",20.581,156.782,0.553,5.346
"Puebla","Fuentes móviles carreteros",4.04,501.287,2.419,92.433
"Puebla","Fuentes móviles que no circulan por carretera",0.107,0.582,0.063,1.81
"Puebla","Fuentes fijas",0.113,1.078,0.677,5.209
"Puebla","Fuentes de área",54.57,323.539,1.176,14.702
"Puebla","Fuentes móviles carreteros",7.264,359.667,2.37,87.061
"Puebla","Fuentes móviles que no circulan por carretera",0.949,4.351,0.411,38.206
"Puebla","Fuentes de área",42.431,321.125,1.137,9.355
"Puebla","Fuentes móviles carreteros",0.764,111.204,0.504,19.784
"Puebla","Fuentes móviles que no circulan por carretera",0.148,0.805,0.087,2.501
"Puebla","Fuentes de área",10.789,73.727,0.271,3.839
"Puebla","Fuentes móviles carreteros",7.802,484.532,2.964,114.024
"Puebla","Fuentes móviles que no circulan por carretera",0.071,0.384,0.042,1.192
"Puebla","Fuentes de área",35.604,240.271,0.853,8.239
"Puebla","Fuentes móviles carreteros",5.155,317.532,1.928,74.239
"Puebla","Fuentes móviles que no circulan por carretera",0.308,1.671,0.182,5.19
"Puebla","Fuentes de área",32.814,215.279,0.809,11.708
"Puebla","Fuentes móviles carreteros",14.306,802.89,5.126,191.945
"Puebla","Fuentes móviles que no circulan por carretera",0.327,1.807,0.185,5.3
"Puebla","Fuentes de área",104.052,668.144,2.669,38.908
"Puebla","Fuentes móviles carreteros",65.174,2809.384,20.344,756.599
"Puebla","Fuentes móviles que no circulan por carretera",1.768,8.577,0.853,58.181
"Puebla","Fuentes de área",21.807,132.525,0.485,4.765
"Puebla","Fuentes móviles carreteros",3.585,376.373,1.948,74.17
"Puebla","Fuentes móviles que no circulan por carretera",0.249,1.352,0.147,4.201
"Puebla","Fuentes fijas",5.326,1.563,110.174,13.791
"Puebla","Fuentes de área",238.015,1761.699,6.592,140.281
"Puebla","Fuentes móviles carreteros",243.424,12856.684,86.002,3120.905
"Puebla","Fuentes móviles que no circulan por carretera",17.347,99.639,7.322,321.683
"Puebla","Fuentes de área",51.825,321.887,1.15,10.485
"Puebla","Fuentes móviles carreteros",4.869,543.637,2.737,105.209
"Puebla","Fuentes móviles que no circulan por carretera",0.292,1.585,0.172,4.924
"Puebla","Fuentes de área",46.174,321.235,1.157,9.733
"Puebla","Fuentes móviles carreteros",0.869,99.113,0.477,17.863
"Puebla","Fuentes móviles que no circulan por carretera",0.379,2.057,0.223,6.389
"Puebla","Fuentes de área",26.091,202.976,0.715,8.346
"Puebla","Fuentes móviles carreteros",1.383,81.122,0.511,19.78
"Puebla","Fuentes móviles que no circulan por carretera",0.078,0.423,0.046,1.315
"Puebla","Fuentes de área",14.407,98.465,0.355,3.074
"Puebla","Fuentes móviles carreteros",0.904,112.961,0.539,20.829
"Puebla","Fuentes móviles que no circulan por carretera",0.077,0.42,0.046,1.304
"Puebla","Fuentes fijas",0.017,0.094,0,0.556
"Puebla","Fuentes de área",58.475,405.945,1.531,18.841
"Puebla","Fuentes móviles carreteros",12.614,686.246,4.492,173.011
"Puebla","Fuentes móviles que no circulan por carretera",1.056,5.06,0.498,36.469
"Puebla","Fuentes de área",18.05,150.375,0.519,4.45
"Puebla","Fuentes móviles carreteros",0.232,26.746,0.13,4.614
"Puebla","Fuentes móviles que no circulan por carretera",0.028,0.15,0.016,0.467
"Puebla","Fuentes de área",23.367,180.548,1.016,8.27
"Puebla","Fuentes móviles carreteros",5.157,383.8,2.175,83.538
"Puebla","Fuentes móviles que no circulan por carretera",0.152,0.825,0.09,2.562
"Puebla","Fuentes fijas",1.491,0.453,110.05,10.57
"Puebla","Fuentes de área",88.998,635.826,2.308,32.607
"Puebla","Fuentes móviles carreteros",57.694,2606.388,18.168,674.143
"Puebla","Fuentes móviles que no circulan por carretera",1.873,8.671,0.826,73.205
"Puebla","Fuentes de área",6.812,44.731,0.165,1.819
"Puebla","Fuentes móviles carreteros",0.021,12.783,0.048,1.851
"Puebla","Fuentes móviles que no circulan por carretera",0.05,0.27,0.029,0.839
"Puebla","Fuentes de área",26.931,173.902,1.113,7.167
"Puebla","Fuentes móviles carreteros",5.068,309.982,1.895,72.831
"Puebla","Fuentes móviles que no circulan por carretera",0.938,4.308,0.407,37.658
"Puebla","Fuentes de área",58.013,486.148,1.684,13.531
"Puebla","Fuentes móviles carreteros",0.178,51.245,0.209,8.22
"Puebla","Fuentes móviles que no circulan por carretera",0.077,0.418,0.045,1.298
"Puebla","Fuentes de área",43.175,237.193,0.912,8.746
"Puebla","Fuentes móviles carreteros",0.852,119.794,0.579,22.534
"Puebla","Fuentes móviles que no circulan por carretera",0.305,1.653,0.18,5.135
"Puebla","Fuentes de área",85.609,580.476,2.068,19.115
"Puebla","Fuentes móviles carreteros",10.519,707.701,4.202,160.921
"Puebla","Fuentes móviles que no circulan por carretera",0.687,3.731,0.405,11.59
"Puebla","Fuentes de área",90.776,562.93,2.826,19.415
"Puebla","Fuentes móviles carreteros",6.979,417.192,2.595,99.664
"Puebla","Fuentes móviles que no circulan por carretera",2.537,12.278,1.218,84.41
"Puebla","Fuentes de área",7.559,46.899,0.191,3.257
"Puebla","Fuentes móviles carreteros",1.227,153.059,0.727,27.676
"Puebla","Fuentes móviles que no circulan por carretera",0.067,0.361,0.039,1.122
"Puebla","Fuentes de área",159.773,1442.723,8.017,45.027
"Puebla","Fuentes móviles carreteros",14.299,783.52,5.258,198.609
"Puebla","Fuentes móviles que no circulan por carretera",0.255,1.382,0.15,4.293
"Puebla","Fuentes de área",13.657,86.479,0.31,3.685
"Puebla","Fuentes móviles carreteros",2.968,288.173,1.553,58.221
"Puebla","Fuentes móviles que no circulan por carretera",0.052,0.285,0.031,0.885
"Puebla","Fuentes fijas",14.949,5.535,0.162,17.141
"Puebla","Fuentes de área",103.375,841.237,3.039,53.52
"Puebla","Fuentes móviles carreteros",50.546,3708.811,21.839,787.352
"Puebla","Fuentes móviles que no circulan por carretera",5.141,30.861,2.229,68.617
"Puebla","Fuentes de área",43.564,368.358,1.847,11.843
"Puebla","Fuentes móviles carreteros",4.83,409.492,2.302,88.781
"Puebla","Fuentes móviles que no circulan por carretera",0.171,0.927,0.101,2.88
"Puebla","Fuentes de área",29.073,182.409,1.466,7.413
"Puebla","Fuentes móviles carreteros",2.815,333.34,1.682,61.732
"Puebla","Fuentes móviles que no circulan por carretera",0.191,1.04,0.113,3.23
"Puebla","Fuentes de área",178.58,1303.845,4.687,45.728
"Puebla","Fuentes móviles carreteros",36.805,1353.877,10.512,395.652
"Puebla","Fuentes móviles que no circulan por carretera",1.989,9.628,0.956,66.012
"Puebla","Fuentes de área",94.683,784.015,2.716,22.197
"Puebla","Fuentes móviles carreteros",0.808,48.607,0.284,10.972
"Puebla","Fuentes móviles que no circulan por carretera",0.234,1.268,0.138,3.94
"Puebla","Fuentes de área",156.095,1308.685,9.505,43.21
"Puebla","Fuentes móviles carreteros",10.047,591.693,3.713,142.37
"Puebla","Fuentes móviles que no circulan por carretera",1.117,6.064,0.659,18.84
"Puebla","Fuentes fijas",0.143,1.205,0.009,3.234
"Puebla","Fuentes de área",87.847,604.142,3.078,25.132
"Puebla","Fuentes móviles carreteros",17.905,936.947,6.375,248.486
"Puebla","Fuentes móviles que no circulan por carretera",0.65,3.528,0.383,10.96
"Puebla","Fuentes de área",16.962,67.596,0.249,3.245
"Puebla","Fuentes móviles carreteros",1.257,182.24,0.835,31.427
"Puebla","Fuentes móviles que no circulan por carretera",0.106,0.577,0.063,1.792
"Puebla","Fuentes de área",8.451,57.592,0.217,2.784
"Puebla","Fuentes móviles carreteros",6.488,227.588,1.788,64.444
"Puebla","Fuentes móviles que no circulan por carretera",0.051,0.274,0.03,0.853
"Puebla","Fuentes de área",96.72,800.925,2.762,22.666
"Puebla","Fuentes móviles carreteros",0.373,131.51,0.55,21.893
"Puebla","Fuentes móviles que no circulan por carretera",0.242,1.311,0.142,4.074
"Puebla","Fuentes de área",37.8,296.597,1.029,8.422
"Puebla","Fuentes móviles carreteros",0.126,28.038,0.116,4.569
"Puebla","Fuentes móviles que no circulan por carretera",0.139,0.756,0.082,2.348
"Puebla","Fuentes de área",31.637,194.084,0.796,8.179
"Puebla","Fuentes móviles carreteros",2.148,320.946,1.495,56.323
"Puebla","Fuentes móviles que no circulan por carretera",0.283,1.538,0.167,4.779
"Puebla","Fuentes fijas",0.198,0.089,5.459,0.674
"Puebla","Fuentes de área",190.31,1431.819,5.019,46.907
"Puebla","Fuentes móviles carreteros",15.587,1120.26,6.511,247.312
"Puebla","Fuentes móviles que no circulan por carretera",1.558,7.757,0.789,45.676
"Puebla","Fuentes de área",28.719,227.461,0.788,6.635
"Puebla","Fuentes móviles carreteros",1.297,26.78,0.343,14.219
"Puebla","Fuentes móviles que no circulan por carretera",0.15,0.815,0.089,2.533
"Puebla","Fuentes de área",92.127,735.361,2.721,21.637
"Puebla","Fuentes móviles carreteros",3.409,420.157,2.024,77.144
"Puebla","Fuentes móviles que no circulan por carretera",0.37,2.011,0.218,6.247
"Puebla","Fuentes de área",33.034,194.854,0.784,11.34
"Puebla","Fuentes móviles carreteros",11.532,717.255,4.36,164.764
"Puebla","Fuentes móviles que no circulan por carretera",0.308,1.673,0.182,5.197
"Puebla","Fuentes de área",8.657,51.912,0.235,1.869
"Puebla","Fuentes móviles carreteros",0.131,33.68,0.144,5.643
"Puebla","Fuentes móviles que no circulan por carretera",0.021,0.116,0.013,0.361
"Puebla","Fuentes de área",31.074,237.729,0.837,8.017
"Puebla","Fuentes móviles carreteros",3.205,349.204,1.84,70.551
"Puebla","Fuentes móviles que no circulan por carretera",0.1,0.542,0.059,1.683
"Puebla","Fuentes de área",35.625,286.138,0.994,8.21
"Puebla","Fuentes móviles carreteros",0.506,67.013,0.313,12.302
"Puebla","Fuentes móviles que no circulan por carretera",0.131,0.711,0.077,2.209
"Puebla","Fuentes de área",31.827,241.964,0.89,7.8
"Puebla","Fuentes móviles carreteros",2.829,179.025,1.085,43.041
"Puebla","Fuentes móviles que no circulan por carretera",0.149,0.806,0.088,2.505
"Puebla","Fuentes de área",80.096,616.16,2.178,22.038
"Puebla","Fuentes móviles carreteros",9.65,627.606,3.795,144.546
"Puebla","Fuentes móviles que no circulan por carretera",0.367,1.991,0.216,6.186
"Puebla","Fuentes de área",127.414,1005.03,3.597,28.748
"Puebla","Fuentes móviles carreteros",5.71,282.981,1.845,72.143
"Puebla","Fuentes móviles que no circulan por carretera",0.36,1.953,0.212,6.067
"Puebla","Fuentes de área",6.565,54.556,0.191,1.712
"Puebla","Fuentes móviles carreteros",0.198,71.674,0.285,11.118
"Puebla","Fuentes móviles que no circulan por carretera",0.005,0.028,0.003,0.087
"Puebla","Fuentes fijas",0,0.004,0,0.007
"Puebla","Fuentes de área",153.637,1209.017,4.264,48.512
"Puebla","Fuentes móviles carreteros",51.061,1493.639,13.419,489.193
"Puebla","Fuentes móviles que no circulan por carretera",0.505,2.743,0.298,8.521
"Puebla","Fuentes de área",7.887,49.959,0.176,1.451
"Puebla","Fuentes móviles carreteros",0.027,16.035,0.061,2.336
"Puebla","Fuentes móviles que no circulan por carretera",0.071,0.385,0.042,1.197
"Puebla","Fuentes de área",96.082,781.724,2.896,26.827
"Puebla","Fuentes móviles carreteros",16.488,710.039,5.117,191.074
"Puebla","Fuentes móviles que no circulan por carretera",0.22,1.192,0.13,3.703
"Puebla","Fuentes de área",22.384,184.426,0.815,5.788
"Puebla","Fuentes móviles carreteros",0.52,62.726,0.303,11.621
"Puebla","Fuentes móviles que no circulan por carretera",0.053,0.287,0.031,0.892
"Puebla","Fuentes de área",15.521,117.963,0.456,3.653
"Puebla","Fuentes móviles carreteros",0.574,100.561,0.452,17.356
"Puebla","Fuentes de área",62.844,531.13,1.834,15.444
"Puebla","Fuentes móviles carreteros",0.521,108.421,0.494,19.188
"Puebla","Fuentes móviles que no circulan por carretera",0.073,0.399,0.043,1.238
"Puebla","Fuentes de área",62.423,563.951,4.168,17.697
"Puebla","Fuentes móviles carreteros",1.115,187.095,0.867,32.548
"Puebla","Fuentes móviles que no circulan por carretera",0.303,1.645,0.179,5.111
"Puebla","Fuentes de área",21.45,167.574,0.588,5.719
"Puebla","Fuentes móviles carreteros",0.816,169.893,0.765,29.474
"Puebla","Fuentes móviles que no circulan por carretera",0.083,0.452,0.049,1.403
"Puebla","Fuentes de área",114.985,521.759,1.891,18.73
"Puebla","Fuentes móviles carreteros",28.419,876.56,7.402,280.151
"Puebla","Fuentes móviles que no circulan por carretera",0.804,3.814,0.372,28.862
"Puebla","Fuentes de área",24.875,156.905,0.552,4.96
"Puebla","Fuentes móviles carreteros",0.79,131.504,0.573,22.474
"Puebla","Fuentes móviles que no circulan por carretera",0.268,1.454,0.158,4.516
"Puebla","Fuentes de área",191.571,1449.131,5.126,47.036
"Puebla","Fuentes móviles carreteros",16.365,1162.352,6.839,253.925
"Puebla","Fuentes móviles que no circulan por carretera",0.242,1.316,0.143,4.089
"Puebla","Fuentes de área",261.851,2073.923,8.652,70.997
"Puebla","Fuentes móviles carreteros",60.509,1977.603,16.491,598.908
"Puebla","Fuentes móviles que no circulan por carretera",9.639,57.881,4.3,122.55
"Puebla","Fuentes de área",31.408,227.72,0.795,7.279
"Puebla","Fuentes móviles carreteros",3.776,332.67,1.844,72.628
"Puebla","Fuentes móviles que no circulan por carretera",0.119,0.648,0.07,2.012
"Puebla","Fuentes de área",23.639,198.483,0.687,5.977
"Puebla","Fuentes móviles carreteros",0.134,35.297,0.149,5.767
"Puebla","Fuentes móviles que no circulan por carretera",0.042,0.231,0.025,0.716
"Puebla","Fuentes de área",26.524,167.72,0.623,8.197
"Puebla","Fuentes móviles carreteros",7.935,653.226,3.673,139.748
"Puebla","Fuentes móviles que no circulan por carretera",0.982,4.514,0.427,39.336
"Puebla","Fuentes de área",93.388,730.254,2.561,23.879
"Puebla","Fuentes móviles carreteros",4.615,430.18,2.338,88.737
"Puebla","Fuentes móviles que no circulan por carretera",0.253,1.376,0.149,4.274
"Puebla","Fuentes de área",71.789,552.482,1.913,15.909
"Puebla","Fuentes móviles carreteros",0.913,111.291,0.543,21.254
"Puebla","Fuentes móviles que no circulan por carretera",0.448,2.43,0.264,7.548
"Puebla","Fuentes de área",52.225,391.499,1.449,14.683
"Puebla","Fuentes móviles carreteros",8.009,429.676,2.794,104.259
"Puebla","Fuentes móviles que no circulan por carretera",0.71,3.286,0.313,27.845
"Puebla","Fuentes de área",24.637,203.996,0.702,5.939
"Puebla","Fuentes móviles carreteros",0.26,30.276,0.151,6.125
"Puebla","Fuentes móviles que no circulan por carretera",0.066,0.359,0.039,1.116
"Puebla","Fuentes de área",14.955,114.951,0.4,3.308
"Puebla","Fuentes móviles carreteros",0.107,17.82,0.08,2.927
"Puebla","Fuentes móviles que no circulan por carretera",0.083,0.449,0.049,1.395
"Puebla","Fuentes de área",100.126,809.438,2.846,22.84
"Puebla","Fuentes móviles carreteros",2.479,140.282,0.867,33.158
"Puebla","Fuentes móviles que no circulan por carretera",0.243,1.321,0.144,4.103
